Date,BTC-EUR (Price),BTC/EUR,Gold (Price),Gold Futures,Gold Trial,SPX-500 (Price),S&P 500 ,S&P,Myfund (Price),Myfund,,M Trial,MVIS Price,ITIF,,ITIF Trial
2019-05-26,"7,801.00",7.99,"1,283.65",-3.45%,-3.45,,,,2.07641,6.08%,6.081196376,6.081196376,3216.35,7.18%,7.18,7.18
2019-05-27,"7,852.90",0.66,"1,283.25",0.06%,0.06,,,,1.982179,-4.54%,-4.538169244,-4.538169244,3299.67,2.59%,2.59,2.59
2019-05-28,"7,827.60",-0.32,"1,322.60",2.98%,2.98,"2,802.39",-0.0084,-0.84,1.982551,0.02%,0.018767225,0.018767225,3299.38,-0.01%,-0.01,-0.01
2019-05-29,"7,801.40",-0.33,"1,327.80",0.24%,0.24,"2,783.02",-0.0069,-0.69,1.982403,-0.01%,-0.00746513,-0.00746513,3322.44,0.70%,0.7,0.7
2019-05-30,"7,460.60",-4.37,"1,332.40",0.48%,0.48,"2,788.86",0.0021,0.21,1.983383,0.05%,0.049434953,0.049434953,3138.19,-5.55%,-5.55,-5.55
2019-05-31,"7,689.30",3.07,"1,342.90",1.25%,1.25,"2,752.06",-0.0132,-1.32,1.986289,0.15%,0.146517339,0.146517339,3292.75,4.93%,4.93,4.93
2019-06-01,"7,711.00",0.28,,,,,,,1.989261,0.15%,0.149625759,0.149625759,3246.76,-1.40%,-1.4,-1.4
2019-06-02,"7,864.90",2.00,,,,,,,1.987351,-0.10%,-0.096015556,-0.096015556,3335.11,2.72%,2.72,2.72
2019-06-03,"7,252.80",-7.78,"1,356.50",1.16%,1.16,"2,744.45",-0.0028,-0.28,1.987289,0.00%,-0.003119731,-0.003119731,3095.95,-7.17%,-7.17,-7.17
2019-06-04,"6,832.70",-5.79,"1,366.50",0.09%,0.09,"2,803.27",0.0214,2.14,1.980913,-0.32%,-0.320839093,-0.320839093,2943.42,-4.93%,-4.93,-4.93
2019-06-05,"6,960.20",1.87,"1,368.80",0.27%,0.27,"2,826.15",0.0082,0.82,1.990542,0.49%,0.48608899,0.48608899,2996.74,1.81%,1.81,1.81
2019-06-06,"6,944.10",-0.23,"1,370.00",0.61%,0.61,"2,843.49",0.0061,0.61,1.983985,-0.33%,-0.329407769,-0.329407769,3058.28,2.05%,2.05,2.05
2019-06-07,"7,098.40",2.22,"1,382.40",0.25%,0.25,"2,873.34",0.0105,1.05,2.024322,2.03%,2.033130291,2.033130291,3116.35,1.90%,1.9,1.9
2019-06-08,"7,062.80",-0.50,,,,,,,2.020853,-0.17%,-0.171366018,-0.171366018,3079.41,-1.19%,-1.19,-1.19
2019-06-09,"6,812.10",-3.55,,,,,,,1.979563,-2.04%,-2.043196611,-2.043196611,2951.52,-4.15%,-4.15,-4.15
2019-06-10,"7,109.50",4.37,"1,367.00",-1.09%,-1.09,"2,886.73",0.0047,0.47,1.966442,-0.66%,-0.662823057,-0.662823057,3131.08,6.08%,6.08,6.08
2019-06-11,"7,015.20",-1.33,"1,369.00",0.15%,0.15,"2,885.72",-0.0003,-0.03,1.973939,0.38%,0.381246942,0.381246942,3123.64,-0.24%,-0.24,-0.24
2019-06-12,"7,260.20",3.49,"1,373.80",0.35%,0.35,"2,879.84",-0.002,-0.2,2.030725,2.88%,2.876785959,2.876785959,3228.84,3.37%,3.37,3.37
2019-06-13,"7,324.80",0.89,"1,378.30",0.50%,0.50,"2,891.64",0.0041,0.41,2.042638,0.59%,0.586637777,0.586637777,3204.05,-0.77%,-0.77,-0.77
2019-06-14,"7,773.00",6.12,"1,379.80",0.06%,0.06,"2,886.98",-0.0016,-0.16,2.01338,-1.43%,-1.432363444,-1.432363444,3284.96,2.53%,2.53,2.53
2019-06-15,"7,898.30",1.61,,,,,,,2.040452,1.34%,1.344604595,1.344604595,3346.04,1.86%,1.86,1.86
2019-06-16,"8,010.20",1.42,,,,,,,2.080633,1.97%,1.969220545,1.969220545,3378.18,0.96%,0.96,0.96
2019-06-17,"8,329.30",3.98,"1,379.70",-0.14%,-0.14,"2,889.67",0.0009,0.09,2.131326,2.44%,2.436421993,2.436421993,3436.18,1.72%,1.72,1.72
2019-06-18,"8,117.20",-2.55,"1,379.70",0.57%,0.57,"2,917.75",0.0097,0.97,2.165458,1.60%,1.601444359,1.601444359,3342.13,-2.74%,-2.74,-2.74
2019-06-19,"8,273.90",1.93,"1,382.10",-0.22%,-0.22,"2,926.46",0.003,0.3,2.165458,0.00%,,,3387.84,1.37%,1.37,1.37
2019-06-20,"8,455.70",2.20,"1,417.40",3.25%,3.25,"2,954.18",0.0095,0.95,2.165458,0.00%,,,3386.82,-0.03%,-0.03,-0.03
2019-06-21,"8,988.60",6.30,"1,419.60",0.23%,0.23,"2,950.46",-0.0013,-0.13,2.165458,0.00%,,,3562.58,5.19%,5.19,5.19
2019-06-22,"9,362.40",4.16,,,,,,,2.304107,6.40%,6.402756368,6.402756368,3744.87,5.12%,5.12,5.12
2019-06-23,"9,503.80",1.51,,,,,,,2.332807,1.25%,1.245601875,1.245601875,3713.01,-0.85%,-0.85,-0.85
2019-06-24,"9,686.10",1.92,"1,439.00",1.27%,1.27,"2,945.35",-0.0017,-0.17,2.356306,1.01%,1.007327224,1.007327224,3730.97,0.48%,0.48,0.48
2019-06-25,"10,340.30",6.75,"1,448.70",0.03%,0.03,"2,917.38",-0.0095,-0.95,2.4229,2.83%,2.826203388,2.826203388,3766.57,0.95%,0.95,0.95
2019-06-26,"11,263.80",8.93,"1,440.50",-0.24%,-0.24,"2,913.78",-0.0012,-0.12,2.72156,12.33%,12.32655083,12.32655083,3849.95,2.21%,2.21,2.21
2019-06-27,"9,785.40",-13.12,"1,444.50",-0.23%,-0.23,"2,924.92",0.0038,0.38,2.266014,-16.74%,-16.73841473,-16.73841473,3358.85,-12.76%,-12.76,-12.76
2019-06-28,"10,886.00",11.25,"1,445.70",0.16%,0.16,"2,941.76",0.0058,0.58,,0.00%,,,3564.33,6.12%,6.12,6.12
2019-06-29,"10,455.00",-3.96,,,,,,,,0.00%,,,3636.52,2.03%,2.03,2.03
2019-06-30,"9,481.60",-9.31,,,,,,,2.286885,0.92%,0.921044618,0.921044618,3320.33,-8.69%,-8.69,-8.69
2019-07-01,"9,371.60",-1.16,"1,424.40",-1.60%,-1.60,"2,964.33",0.0077,0.77,,0.00%,,,3363.48,1.30%,1.3,1.3
2019-07-02,"9,601.80",2.46,"1,428.60",1.35%,1.35,"2,973.01",0.0029,0.29,2.22113,-2.88%,-2.875308553,-2.875308553,3320.08,-1.29%,-1.29,-1.29
2019-07-03,"10,617.90",10.58,"1,461.90",0.91%,0.91,"2,995.82",0.0077,0.77,2.280957,2.69%,2.693538874,2.693538874,3460.4,4.23%,4.23,4.23
2019-07-04,"9,924.60",-6.53,"1,412.85",-2.23%,-2.23,,,0,2.281527,0.02%,0.024989511,0.024989511,3295.02,-4.78%,-4.78,-4.78
2019-07-05,"9,809.80",-1.16,"1,428.00",0.92%,0.92,"2,990.41",-0.0018,-0.18,2.212599,-3.02%,-3.02113453,-3.02113453,3282.02,-0.39%,-0.39,-0.39
2019-07-06,"10,037.00",2.32,,,,,,,,0.00%,,,3333.33,1.56%,1.56,1.56
2019-07-07,"10,243.40",2.06,,,,,,,,0.00%,,,3418.06,2.54%,2.54,2.54
2019-07-08,"10,981.20",7.20,"1,436.90",0.05%,0.05,"2,975.95",-0.0048,-0.48,2.304977,4.18%,4.175090019,4.175090019,3497.02,2.31%,2.31,2.31
2019-07-09,"11,229.40",2.26,"1,430.60",0.07%,0.07,"2,979.63",0.0012,0.12,2.319889,0.65%,0.646947887,0.646947887,3452.42,-1.28%,-1.28,-1.28
2019-07-10,"10,775.80",-4.04,"1,450.50",0.85%,0.85,"2,993.07",0.0045,0.45,2.294095,-1.11%,-1.111863542,-1.111863542,3232.48,-6.37%,-6.37,-6.37
2019-07-11,"10,099.20",-6.28,"1,461.40",-0.36%,-0.36,"2,999.91",0.0023,0.23,2.057467,-10.31%,-10.31465567,-10.31465567,2993.33,-7.40%,-7.4,-7.4
2019-07-12,"10,489.70",3.87,"1,450.90",0.39%,0.39,"3,013.77",0.0046,0.46,2.135597,3.80%,3.797387759,3.797387759,3120.3,4.24%,4.24,4.24
2019-07-13,"10,114.90",-3.57,,,,,,,2.022085,-5.32%,-5.315235037,-5.315235037,3020.48,-3.20%,-3.2,-3.2
2019-07-14,"9,217.90",-8.87,,,,,,,1.779541,-11.99%,-11.994748,-11.994748,2653.85,-12.14%,-12.14,-12.14
2019-07-15,"9,653.20",4.72,"1,452.30",0.10%,0.10,"3,014.30",0.0002,0.02,1.957165,9.98%,9.981450273,9.981450273,2745.01,3.44%,3.44,3.44
2019-07-16,"8,404.00",-12.94,"1,453.40",-0.14%,-0.14,"3,004.04",-0.0034,-0.34,1.790719,-8.50%,-8.504443928,-8.504443928,2453.31,-10.63%,-10.63,-10.63
2019-07-17,"8,647.10",2.89,"1,455.00",0.85%,0.85,"2,984.42",-0.0065,-0.65,1.654402,-7.61%,-7.612417135,-7.612417135,2592.14,5.66%,5.66,5.66
2019-07-18,"9,464.20",9.45,"1,459.40",0.32%,0.32,"2,995.11",0.0036,0.36,1.698791,2.68%,2.683084281,2.683084281,2796.4,7.88%,7.88,7.88
2019-07-19,"9,400.90",-0.67,"1,461.50",-0.12%,-0.12,"2,976.61",-0.0062,-0.62,1.797025,5.78%,5.782583025,5.782583025,2770.25,-0.94%,-0.94,-0.94
2019-07-20,"9,608.10",2.20,,,,,,,,0.00%,,,2858.4,3.18%,3.18,3.18
2019-07-21,"9,458.20",-1.56,,,,,,,1.840503,2.42%,2.419443246,2.419443246,2814.55,-1.53%,-1.53,-1.53
2019-07-22,"9,232.70",-2.38,"1,466.00",0.03%,0.03,"2,985.03",0.0028,0.28,1.781789,-3.19%,-3.190106183,-3.190106183,2730.76,-2.98%,-2.98,-2.98
2019-07-23,"8,854.10",-4.10,"1,458.60",-0.35%,-0.35,"3,005.47",0.0068,0.68,1.7481,-1.89%,-1.890740149,-1.890740149,2605.57,-4.58%,-4.58,-4.58
2019-07-24,"8,785.00",-0.78,"1,467.20",0.14%,0.14,"3,019.56",0.0047,0.47,1.752204,0.23%,0.234769178,0.234769178,2650.93,1.74%,1.74,1.74
2019-07-25,"8,884.10",1.13,"1,456.10",-0.58%,-0.58,"3,003.67",-0.0053,-0.53,,0.00%,,,2645.69,-0.20%,-0.2,-0.2
2019-07-26,"8,860.20",-0.27,"1,460.40",0.41%,0.41,"3,025.86",0.0074,0.74,,0.00%,,,2692.39,1.77%,1.77,1.77
2019-07-27,"8,521.80",-3.82,,,,,,,1.785156,1.88%,1.880602943,1.880602943,2570.1,-4.54%,-4.54,-4.54
2019-07-28,"8,582.20",0.71,,,,,,,,0.00%,,,2588.14,0.70%,0.7,0.7
2019-07-29,"8,535.70",-0.54,"1,461.70",0.09%,0.09,"3,020.97",-0.0016,-0.16,,0.00%,,,2575.86,-0.47%,-0.47,-0.47
2019-07-30,"8,597.00",0.72,"1,469.00",0.59%,0.59,"3,013.18",-0.0026,-0.26,1.737445,-2.67%,-2.672651578,-2.672651578,2603.86,1.09%,1.09,1.09
2019-07-31,"9,105.10",5.91,"1,452.90",-0.27%,-0.27,"2,980.38",-0.0109,-1.09,,0.00%,,,2700.45,3.71%,3.71,3.71
2019-08-01,"9,384.90",3.07,"1,443.30",-0.33%,-0.33,"2,953.56",-0.009,-0.9,1.773093,2.05%,2.051748401,2.051748401,2702.94,0.09%,0.09,0.09
2019-08-02,"9,473.60",0.95,"1,476.20",1.63%,1.63,"2,932.05",-0.0073,-0.73,1.819,2.59%,2.589091492,2.589091492,2676.96,-0.96%,-0.96,-0.96
2019-08-03,"9,732.40",2.73,,,,,,,,0.00%,,,2711.69,1.30%,1.3,1.3
2019-08-04,"9,875.00",1.47,,,,,,,1.828996,0.55%,0.54953271,0.54953271,2724.97,0.49%,0.49,0.49
2019-08-05,"10,487.90",6.21,"1,487.40",1.16%,1.16,"2,844.74",-0.0298,-2.98,1.926187,5.31%,5.313898992,5.313898992,2821.34,3.54%,3.54,3.54
2019-08-06,"10,227.00",-2.49,"1,498.60",0.47%,0.47,"2,881.77",0.013,1.3,1.96227,1.87%,1.873286446,1.873286446,2718.31,-3.65%,-3.65,-3.65
2019-08-07,"10,669.60",4.33,"1,510.60",2.31%,2.31,"2,883.98",0.0008,0.08,1.863254,-5.05%,-5.045992651,-5.045992651,2738.41,0.74%,0.74,0.74
2019-08-08,"10,724.40",0.51,"1,532.60",-0.62%,-0.62,"2,938.09",0.0188,1.88,,0.00%,,,2713.67,-0.90%,-0.9,-0.9
2019-08-09,"10,583.50",-1.31,"1,535.00",-0.03%,-0.03,"2,918.65",-0.0066,-0.66,,0.00%,,,2593.62,-4.42%,-4.42,-4.42
2019-08-10,"10,087.40",-4.69,,,,,,,,0.00%,,,2567.02,-1.03%,-1.03,-1.03
2019-08-11,"10,332.70",2.43,,,,,,,,0.00%,,,2677.57,4.31%,4.31,4.31
2019-08-12,"10,162.90",-1.64,"1,526.40",0.55%,0.55,"2,883.75",-0.012,-1.2,1.830797,-1.74%,-1.74195252,-1.74195252,2612.06,-2.45%,-2.45,-2.45
2019-08-13,"9,730.50",-4.25,"1,523.10",-0.15%,-0.15,"2,926.32",0.0148,1.48,,0.00%,,,2592.81,-0.74%,-0.74,-0.74
2019-08-14,"8,999.50",-7.51,"1,532.60",0.86%,0.86,"2,840.60",-0.0293,-2.93,,0.00%,,,2348.22,-9.43%,-9.43,-9.43
2019-08-15,"9,286.20",3.19,"1,546.00",0.17%,0.17,"2,847.60",0.0025,0.25,1.678425,-8.32%,-8.322714097,-8.322714097,2378.4,1.29%,1.29,1.29
2019-08-16,"9,346.50",0.65,"1,541.30",-0.48%,-0.48,"2,888.68",0.0144,1.44,,0.00%,,,2349.37,-1.22%,-1.22,-1.22
2019-08-17,"9,216.80",-1.39,,,,,,,,0.00%,,,2332.47,-0.72%,-0.72,-0.72
2019-08-18,"9,321.70",1.14,,,,,,,1.707534,1.73%,1.734304482,1.734304482,2421.51,3.82%,3.82,3.82
2019-08-19,"9,860.70",5.78,"1,531.00",-0.77%,-0.77,"2,923.65",0.0121,1.21,1.745055,2.20%,2.197379379,2.197379379,2482.59,2.52%,2.52,2.52
2019-08-20,"9,703.70",-1.59,"1,530.20",0.27%,0.27,"2,900.51",-0.0079,-0.79,1.730636,-0.83%,-0.826277682,-0.826277682,2429.7,-2.13%,-2.13,-2.13
2019-08-21,"9,142.10",-5.79,"1,532.70",0.01%,0.01,"2,924.43",0.0082,0.82,,0.00%,,,2339.59,-3.71%,-3.71,-3.71
2019-08-22,"9,134.20",-0.09,"1,530.50",-0.46%,-0.46,"2,922.95",-0.0005,-0.05,,0.00%,,,2394.67,2.35%,2.35,2.35
2019-08-23,"9,338.80",2.24,"1,537.30",1.90%,1.90,"2,847.11",-0.0259,-2.59,1.698332,-1.87%,-1.86659702,-1.86659702,2441.48,1.95%,1.95,1.95
2019-08-24,"9,106.30",-2.49,,,,,,,,0.00%,,,2391.61,-2.04%,-2.04,-2.04
2019-08-25,"9,112.50",0.07,,,,,,,,0.00%,,,2374.14,-0.73%,-0.73,-0.73
2019-08-26,"9,342.90",2.53,"1,563.20",-0.03%,-0.03,"2,878.38",0.011,1.1,,0.00%,,,2406.06,1.34%,1.34,1.34
2019-08-27,"9,182.70",-1.72,"1,564.60",0.95%,0.95,"2,869.16",-0.0032,-0.32,1.672843,-1.50%,-1.500825516,-1.500825516,2377.8,-1.17%,-1.17,-1.17
2019-08-28,"8,789.20",-4.29,"1,571.60",-0.17%,-0.17,"2,887.94",0.0065,0.65,,0.00%,,,2227.91,-6.30%,-6.3,-6.3
2019-08-29,"8,584.70",-2.33,"1,562.00",-0.72%,-0.72,"2,924.58",0.0127,1.27,1.581655,-5.45%,-5.45107939,-5.45107939,2158.07,-3.13%,-3.13,-3.13
2019-08-30,"8,732.80",1.73,"1,555.00",-0.43%,-0.43,"2,926.46",0.0006,0.06,,0.00%,,,2172.06,0.65%,0.65,0.65
2019-08-31,"8,760.20",0.31,,,,,,,1.60451,1.45%,1.44500539,1.44500539,2183.38,0.52%,0.52,0.52
2019-09-01,"8,894.90",1.54,"1,535.25",-1.23%,-1.23,,,,,0.00%,,,2197.97,0.67%,0.67,0.67
2019-09-02,"9,475.80",6.53,"1,528.15",-0.19%,-0.19,,,,,0.00%,,,2281.3,3.79%,3.79,3.79
2019-09-03,"9,684.60",2.20,"1,561.20",3.13%,3.13,"2,906.27",-0.0069,-0.69,1.681396,4.79%,4.791867922,4.791867922,2312.64,1.37%,1.37,1.37
2019-09-04,"9,591.70",-0.96,"1,572.00",0.27%,0.27,"2,937.78",0.0108,1.08,,0.00%,,,2275.86,-1.59%,-1.59,-1.59
2019-09-05,"9,593.60",0.02,"1,544.90",-2.17%,-2.17,"2,976.00",0.013,1.3,,0.00%,,,2261.23,-0.64%,-0.64,-0.64
2019-09-06,"9,346.10",-2.58,"1,539.20",-0.62%,-0.62,"2,978.71",0.0009,0.09,,0.00%,,,2210.78,-2.23%,-2.23,-2.23
2019-09-07,"9,502.70",1.68,,,,,,,,0.00%,,,2289.37,3.55%,3.55,3.55
2019-09-08,"9,459.10",-0.46,,,,,,,1.686943,0.33%,0.329904437,0.329904437,2312.24,1.00%,1,1
2019-09-09,"9,350.50",-1.15,"1,534.10",-0.24%,-0.24,"2,978.43",-0.0001,-0.01,,0.00%,,,2290.55,-0.94%,-0.94,-0.94
2019-09-10,"9,152.70",-2.12,"1,524.90",-0.75%,-0.75,"2,979.39",0.0003,0.03,1.676168,-0.64%,-0.638729347,-0.638729347,2272.97,-0.77%,-0.77,-0.77
2019-09-11,"9,237.40",0.93,"1,528.80",0.28%,0.28,"3,000.93",0.0072,0.72,,0.00%,,,2251.31,-0.95%,-0.95,-0.95
2019-09-12,"9,437.20",2.16,"1,530.40",0.35%,0.35,"3,009.57",0.0029,0.29,,0.00%,,,2263.1,0.52%,0.52,0.52
2019-09-13,"9,350.60",-0.92,"1,525.60",-0.46%,-0.46,"3,007.39",-0.0007,-0.07,1.661739,-0.86%,-0.860832566,-0.860832566,2255.96,-0.32%,-0.32,-0.32
2019-09-14,"9,354.60",0.04,,,,,,,,0.00%,,,2298.96,1.91%,1.91,1.91
2019-09-15,"9,317.00",-0.40,,,,,,,,0.00%,,,2290.79,-0.36%,-0.36,-0.36
2019-09-16,"9,338.10",0.23,"1,536.40",0.76%,0.76,"2,997.96",-0.0031,-0.31,1.673978,0.74%,0.736517588,0.736517588,2322.93,1.40%,1.4,1.4
2019-09-17,"9,218.20",-1.28,"1,538.80",0.12%,0.12,"3,005.70",0.0026,0.26,,0.00%,,,2407.4,3.64%,3.64,3.64
2019-09-18,"9,225.10",0.07,"1,530.40",0.13%,0.13,"3,006.73",0.0003,0.03,,0.00%,,,2545.77,5.75%,5.75,5.75
2019-09-19,"9,307.30",0.89,"1,528.80",-0.63%,-0.63,"3,006.79",0,0,1.682648,0.52%,0.517927954,0.517927954,2538.58,-0.28%,-0.28,-0.28
2019-09-20,"9,241.30",-0.71,"1,537.80",0.58%,0.58,"2,992.07",-0.0049,-0.49,,0.00%,,,2464.95,-2.90%,-2.9,-2.9
2019-09-21,"9,077.30",-1.77,,,,,,,,0.00%,,,2419.65,-1.84%,-1.84,-1.84
2019-09-22,"9,123.80",0.51,,,,,,,1.706525,1.42%,1.419013365,1.419013365,2380.23,-1.63%,-1.63,-1.63
2019-09-23,"8,824.00",-3.29,"1,556.60",1.05%,1.05,"2,991.78",-0.0001,-0.01,,0.00%,,,2262.13,-4.96%,-4.96,-4.96
2019-09-24,"7,782.60",-11.80,"1,554.90",0.54%,0.54,"2,966.60",-0.0084,-0.84,1.671409,-2.06%,-2.057748934,-2.057748934,1894.26,-16.26%,-16.26,-16.26
2019-09-25,"7,720.60",-0.80,"1,539.10",-1.79%,-1.79,"2,984.87",0.0062,0.62,,0.00%,,,1945.3,2.69%,2.69,2.69
2019-09-26,"7,385.10",-4.34,"1,538.00",0.19%,0.19,"2,977.62",-0.0024,-0.24,1.539012,-7.92%,-7.921280788,-7.921280788,1885.11,-3.09%,-3.09,-3.09
2019-09-27,"7,500.90",1.57,"1,525.70",-0.58%,-0.58,"2,961.79",-0.0053,-0.53,,0.00%,,,1923.04,2.01%,2.01,2.01
2019-09-28,"7,528.40",0.37,,,,,,,,0.00%,,,1932.31,0.48%,0.48,0.48
2019-09-29,"7,380.60",-1.96,,,,,,,,0.00%,,,1888.68,-2.26%,-2.26,-2.26
2019-09-30,"7,629.70",3.38,"1,500.10",-2.20%,-2.20,"2,976.74",0.005,0.5,,0.00%,,,1982.19,4.95%,4.95,4.95
2019-10-01,"7,631.20",0.02,"1,499.00",1.05%,1.05,"2,940.25",-0.0123,-1.23,1.543411,0.29%,0.285832729,0.285832729,1941.03,-2.08%,-2.08,-2.08
2019-10-02,"7,656.90",0.34,"1,509.90",1.24%,1.24,"2,887.61",-0.0179,-1.79,,0.00%,,,1963.62,1.16%,1.16,1.16
2019-10-03,"7,520.40",-1.78,"1,535.20",0.29%,0.29,"2,910.63",0.008,0.8,1.512761,-1.99%,-1.985861187,-1.985861187,1934.34,-1.49%,-1.49,-1.49
2019-10-04,"7,443.40",-1.02,"1,530.20",-0.04%,-0.04,"2,952.01",0.0142,1.42,,0.00%,,,1940.46,0.32%,0.32,0.32
2019-10-05,"7,430.60",-0.17,,,,,,,,0.00%,,,1948.14,0.40%,0.4,0.4
2019-10-06,"7,174.80",-3.44,,,,,,,,0.00%,,,1913.89,-1.76%,-1.76,-1.76
2019-10-07,"7,489.40",4.38,"1,522.20",-0.53%,-0.53,"2,938.79",-0.0045,-0.45,,0.00%,,,2016.5,5.36%,5.36,5.36
2019-10-08,"7,481.70",-0.10,"1,522.60",-0.04%,-0.04,"2,893.06",-0.0156,-1.56,,0.00%,,,2003.94,-0.62%,-0.62,-0.62
2019-10-09,"7,826.00",4.60,"1,535.00",0.60%,0.60,"2,919.40",0.0091,0.91,1.611293,6.51%,6.513388433,6.513388433,2084.53,4.02%,4.02,4.02
2019-10-10,"7,810.10",-0.20,"1,526.00",-0.74%,-0.74,"2,938.13",0.0064,0.64,,0.00%,,,2033.67,-2.44%,-2.44,-2.44
2019-10-11,"7,502.40",-3.94,"1,508.00",-0.78%,-0.78,"2,970.27",0.0109,1.09,,0.00%,,,1965.05,-3.37%,-3.37,-3.37
2019-10-12,"7,542.40",0.53,,,,,,,1.557686,-3.33%,-3.326955433,-3.326955433,1986.35,1.08%,1.08,1.08
2019-10-13,"7,529.20",-0.18,,,,,,,,0.00%,,,1996.16,0.49%,0.49,0.49
2019-10-14,"7,582.20",0.70,"1,524.40",0.61%,0.61,"2,966.15",-0.0014,-0.14,1.575963,1.17%,1.173343023,1.173343023,2065.67,3.48%,3.48,3.48
2019-10-15,"7,406.60",-2.32,"1,513.00",-0.92%,-0.92,"2,995.68",0.01,1,,0.00%,,,2009.11,-2.74%,-2.74,-2.74
2019-10-16,"7,229.60",-2.39,"1,510.00",0.68%,0.68,"2,989.69",-0.002,-0.2,,0.00%,,,1957.03,-2.59%,-2.59,-2.59
2019-10-17,"7,269.70",0.55,"1,519.90",0.29%,0.29,"2,997.95",0.0028,0.28,,0.00%,,,2008.65,2.64%,2.64,2.64
2019-10-18,"7,133.00",-1.88,"1,519.50",-0.31%,-0.31,"2,986.20",-0.0039,-0.39,,0.00%,,,1958.82,-2.48%,-2.48,-2.48
2019-10-19,"7,136.60",0.05,,,,,,,,0.00%,,,1959.05,0.01%,0.01,0.01
2019-10-20,"7,386.50",3.50,,,,,,,,0.00%,,,1998.12,1.99%,1.99,1.99
2019-10-21,"7,377.50",-0.12,"1,515.00",-0.37%,-0.37,"3,006.72",0.0069,0.69,1.535427,-2.57%,-2.572141605,-2.572141605,2013.59,0.77%,0.77,0.77
2019-10-22,"7,223.00",-2.09,"1,515.00",-0.05%,-0.05,"2,995.99",-0.0036,-0.36,,0.00%,,,1978.44,-1.75%,-1.75,-1.75
2019-10-23,"6,725.30",-6.89,"1,522.00",0.55%,0.55,"3,004.52",0.0028,0.28,,0.00%,,,1852.07,-6.39%,-6.39,-6.39
2019-10-24,"6,706.10",-0.29,"1,522.00",0.59%,0.59,"3,010.29",0.0019,0.19,,0.00%,,,1863.13,0.60%,0.6,0.6
2019-10-25,"7,814.40",16.53,"1,535.00",0.08%,0.08,"3,022.55",0.0041,0.41,,0.00%,,,2097,12.55%,12.55,12.55
2019-10-26,"8,334.90",6.66,,,,,,,,0.00%,,,2090.4,-0.31%,-0.31,-0.31
2019-10-27,"8,602.80",3.21,,,,,,,1.74135,13.41%,13.41144841,13.41144841,2150.25,2.86%,2.86,2.86
2019-10-28,"8,311.50",-3.39,"1,523.50",-0.61%,-0.61,"3,039.42",0.0056,0.56,,0.00%,,,2140.68,-0.45%,-0.45,-0.45
2019-10-29,"8,493.40",2.19,"1,515.50",-0.34%,-0.34,"3,036.89",-0.0008,-0.08,,0.00%,,,2219.44,3.68%,3.68,3.68
2019-10-30,"8,228.10",-3.12,"1,513.20",0.39%,0.39,"3,046.77",0.0033,0.33,,0.00%,,,2158.24,-2.76%,-2.76,-2.76
2019-10-31,"8,213.70",-0.18,"1,527.00",1.15%,1.15,"3,037.56",-0.003,-0.3,,0.00%,,,2160.1,0.09%,0.09,0.09
2019-11-01,"8,294.30",0.98,"1,538.00",-0.17%,-0.17,"3,066.91",0.0097,0.97,,0.00%,,,2170.57,0.48%,0.48,0.48
2019-11-02,"8,342.60",0.58,,,,,,,,0.00%,,,2202.08,1.45%,1.45,1.45
2019-11-03,"8,257.00",-1.03,,,,,,,1.659329,-4.71%,-4.710196112,-4.710196112,2185.86,-0.74%,-0.74,-0.74
2019-11-04,"8,466.10",2.53,"1,541.00",0.02%,0.02,"3,078.27",0.0037,0.37,,0.00%,,,2278.59,4.24%,4.24,4.24
2019-11-05,"8,415.40",-0.60,"1,513.00",-1.76%,-1.76,"3,074.62",-0.0012,-0.12,,0.00%,,,2338.37,2.62%,2.62,2.62
2019-11-06,"8,448.70",0.40,"1,516.10",0.62%,0.62,"3,076.78",0.0007,0.07,,0.00%,,,2336.5,-0.08%,-0.08,-0.08
2019-11-07,"8,334.00",-1.36,"1,495.10",-1.72%,-1.72,"3,085.18",0.0027,0.27,1.688378,1.75%,1.7506474,1.7506474,2258.16,-3.35%,-3.35,-3.35
2019-11-08,"7,969.80",-4.37,"1,488.80",-0.09%,-0.09,"3,093.08",0.0026,0.26,,0.00%,,,2173,-3.77%,-3.77,-3.77
2019-11-09,"8,005.10",0.44,,,,,,,,0.00%,,,2212.83,1.83%,1.83,1.83
2019-11-10,"8,207.10",2.52,,,,,,,,0.00%,,,2261.84,2.21%,2.21,2.21
2019-11-11,"7,913.40",-3.58,"1,480.10",-0.55%,-0.55,"3,087.01",-0.002,-0.2,1.624105,-3.81%,-3.806789712,-3.806789712,2219.23,-1.88%,-1.88,-1.88
2019-11-12,"8,003.60",1.14,"1,480.00",-0.26%,-0.26,"3,091.84",0.0016,0.16,,0.00%,,,2193.58,-1.16%,-1.16,-1.16
2019-11-13,"7,971.10",-0.41,"1,489.90",0.65%,0.65,"3,094.04",0.0007,0.07,,0.00%,,,2183.58,-0.46%,-0.46,-0.46
2019-11-14,"7,842.80",-1.61,"1,494.80",0.68%,0.68,"3,096.63",0.0008,0.08,,0.00%,,,2162.03,-0.99%,-0.99,-0.99
2019-11-15,"7,670.00",-2.20,"1,495.90",-0.33%,-0.33,"3,120.46",0.0077,0.77,,0.00%,,,2097.39,-2.99%,-2.99,-2.99
2019-11-16,"7,687.90",0.23,,,,,,,,0.00%,,,2099.23,0.09%,0.09,0.09
